animal,heifer,group,dam_age,c_interval,new_cd,dec
SIMUSAF000003122238,FALSE,038155_2018_S_FALSE,1120,393,37,2
SIMUSAF000002841443,TRUE,271162_2015_S_TRUE,695,NA,7,1
SIMUSAF000008965179,FALSE,223614_2010_S_FALSE,2942,366,32,2
SIMUSAF000002366950,FALSE,113725_2019_S_FALSE,4394,786,30,1
SIMUSAF000003237722,FALSE,244424_2020_F_FALSE,1459,375,15,1
SIMUSAF000003183619,FALSE,195041_2019_F_FALSE,1084,NA,59,2
SIMUSAF000002410986,TRUE,056597_2009_S_TRUE,671,NA,20,1
SIMUSAF000003107158,TRUE,230280_2017_S_TRUE,692,NA,23,1
SIMUSAF000002410078,FALSE,141843_2012_S_FALSE,3014,367,116,4
SIMUSAF000002159585,FALSE,012356_2012_S_FALSE,3647,351,34,2
SIMUSAF000009116835,FALSE,255853_2013_S_FALSE,2921,375,23,1
SIMUSAF000003373386,FALSE,146852_2016_S_FALSE,1112,NA,13,1
SIMUSAF000003003653,FALSE,257034_2016_S_FALSE,1851,368,52,2
SIMUSAF000002820109,FALSE,033887_2016_S_FALSE,1091,346,13,1
SIMUSAF000002971612,FALSE,112574_2017_F_FALSE,1124,371,38,2
BHHUSAF0000HB003408,FALSE,308995_2017_S_FALSE,1866,342,18,1
SIMUSAF000002269819,FALSE,067254_2013_S_FALSE,3301,365,16,1
SIMUSAF000009126054,FALSE,255848_2009_S_FALSE,3329,NA,66,3
SIMUSAF000002977690,FALSE,008605_2018_S_FALSE,1135,381,37,2
SIMUSAF000009621799,TRUE,213878_2009_S_TRUE,683,NA,14,1
SIMUSAF000003148781,TRUE,114824_2018_S_TRUE,720,NA,8,1
SIMUSAF000002601458,TRUE,008610_2013_F_TRUE,978,NA,4,1
SIMUSAF000002963323,FALSE,267823_2018_F_FALSE,1466,371,14,1
SIMUSAF000002505407,FALSE,018335_2014_S_FALSE,1820,347,8,1
SIMUSAF000002920489,FALSE,005152_2019_F_FALSE,2175,348,40,2
SIMUSAF000002241074,FALSE,077650_2009_S_FALSE,1819,NA,14,1
SIMUSAF000002870204,FALSE,094863_2018_F_FALSE,1885,410,49,2
SIMUSAF000002427868,FALSE,068592_2016_S_FALSE,3088,314,51,2
SIMUSAF000002482175,FALSE,004698_2017_S_FALSE,3284,362,15,1
SIMUSAF000002720897,FALSE,047707_2009_S_FALSE,1118,NA,21,1
SIMUSAF000003004680,FALSE,257034_2015_S_FALSE,2577,NA,74,3
SIMUSAF000002512532,TRUE,092820_2011_S_TRUE,699,NA,0,1
SIMUSAF000002616578,TRUE,201050_2012_S_TRUE,735,NA,0,1
SIMUSAF000002457920,FALSE,028998_2016_S_FALSE,2919,358,45,2
SIMUSAF000002720568,FALSE,114824_2015_S_FALSE,1091,376,12,1
SIMUSAF000002542276,FALSE,156877_2018_S_FALSE,2863,351,33,2
SIMUSAF000002630295,FALSE,037971_2016_F_FALSE,2031,399,25,1
SIMUSAF000002551955,FALSE,101368_2014_S_FALSE,1525,381,94,4
SIMUSAF000009629989,FALSE,246042_2010_S_FALSE,1827,349,19,1
SIMUSAF000009754842,FALSE,240626_2016_S_FALSE,1806,342,16,1
SIMUSAF000002513122,TRUE,000079_2011_S_TRUE,721,NA,5,1
SIMUSAF000002651606,FALSE,059044_2015_S_FALSE,1459,348,11,1
SIMUSAF000002437051,TRUE,095786_2009_S_TRUE,735,NA,0,1
SIMUSAF000002575171,FALSE,165201_2014_S_FALSE,1497,370,30,1
SIMUSAF000002397675,FALSE,008605_2016_S_FALSE,3299,377,23,1
SIMUSAF000003025647,FALSE,277792_2019_S_FALSE,1508,370,34,2
SIMUSAF000003542057,FALSE,217386_2019_F_FALSE,2267,NA,96,4
SIMUSAF000002260843,FALSE,007215_2012_S_FALSE,2924,362,46,2
SIMUSAF000002735543,FALSE,003969_2017_S_FALSE,1817,331,8,1
SIMUSAF000002564070,FALSE,176827_2016_S_FALSE,2248,435,72,3
SIMUSAF000002309054,FALSE,178709_2012_S_FALSE,2551,325,0,1
SIMUSAF000003075719,FALSE,216008_2020_S_FALSE,3006,508,51,2
SIMUSAF000002287010,FALSE,028619_2013_S_FALSE,2912,373,13,1
SIMUSAF000002927772,FALSE,105306_2018_S_FALSE,1804,365,24,1
SIMUSAF000002710637,FALSE,249078_2015_S_FALSE,1108,428,29,1
SIMUSAF000002392754,FALSE,105247_2010_F_FALSE,1478,347,20,1
SIMUSAF000002188805,FALSE,235805_2014_S_FALSE,4411,403,51,2
SIMUSAF000003082367,TRUE,000110_2017_S_TRUE,720,NA,2,1
SIMUSAF000003282595,TRUE,057766_2019_S_TRUE,666,NA,2,1
SIMUSAF000002478805,FALSE,174428_2011_S_FALSE,1101,364,12,1
SIMUSAF000002720565,FALSE,114824_2015_S_FALSE,1085,407,43,2
SIMUSAF000002330795,FALSE,235805_2009_S_FALSE,2207,NA,26,1
SIMUSAF000002659212,FALSE,048066_2018_S_FALSE,2212,381,21,1
SIMUSAF000002252555,FALSE,001024_2012_S_FALSE,3104,368,22,1
SIMUSAF000002248062,FALSE,182673_2012_S_FALSE,2945,389,33,2
AANUSAF000015214613,FALSE,114824_2017_S_FALSE,4399,359,31,2
SIMUSAF000003294343,TRUE,282824_2017_S_TRUE,669,NA,7,1
SIMUSAF000003027344,FALSE,237231_2018_S_FALSE,1049,394,25,1
SIMUSAF000009600655,FALSE,001490_2014_S_FALSE,2198,379,34,2
SIMUSAF000002345214,FALSE,219527_2013_S_FALSE,2326,324,8,1
SIMUSAF000002477908,FALSE,172299_2015_F_FALSE,2552,375,37,2
SIMUSAF000002789326,FALSE,105306_2015_S_FALSE,1453,368,24,1
SIMUSAF000002772147,FALSE,237231_2018_S_FALSE,1874,392,54,2
SIMUSAF000003178753,TRUE,255771_2018_S_TRUE,732,NA,10,1
SIMUSAF000003321108,TRUE,000292_2019_S_TRUE,722,NA,10,1
SIMUSAF000002519997,FALSE,254189_2013_S_FALSE,1477,372,19,1
SIMUSAF000003433805,FALSE,232503_2020_S_FALSE,1128,342,57,2
SIMUSAF000002616114,FALSE,008201_2014_S_FALSE,1109,382,47,2
SIMUSAF000002725287,FALSE,193220_2020_S_FALSE,2568,329,25,1
SIMUSAF000009637921,FALSE,012356_2013_F_FALSE,1822,325,18,1
SIMUSAF000002114313,FALSE,145592_2011_S_FALSE,3675,335,24,1
SIMUSAF000002530053,FALSE,001748_2016_S_FALSE,2522,387,23,1
SIMUSAF000009714469,FALSE,255771_2015_S_FALSE,1850,NA,19,1
SIMUSAF000003088445,TRUE,000357_2018_S_TRUE,737,NA,37,2
SIMUSAF000002561119,FALSE,067563_2012_F_FALSE,1073,342,23,1
AANUSAF000015413783,FALSE,246042_2011_S_FALSE,1830,342,19,1
SIMUSAF000002328468,FALSE,071516_2012_S_FALSE,2601,424,129,4
SIMUSAF000002553989,FALSE,226013_2015_S_FALSE,1810,318,6,1
SIMUSAF000009001931,FALSE,223614_2012_S_FALSE,3275,344,67,3
SIMUSAF000003269046,TRUE,087145_2019_S_TRUE,649,NA,8,1
SIMUSAF000003094799,FALSE,257725_2014_S_FALSE,1459,368,12,1
SIMUSAF000003114909,FALSE,257438_2017_S_FALSE,2604,NA,69,3
SIMUSAF000009086888,FALSE,240622_2012_S_FALSE,2245,346,47,2
SIMUSAF000002768205,FALSE,035012_2015_F_FALSE,1094,NA,87,3
AANUSAF000016206281,FALSE,281389_2019_S_FALSE,4067,354,71,3
SIMUSAF000002367396,FALSE,000688_2015_S_FALSE,3271,329,21,1
SIMUSAF000002531242,FALSE,188419_2016_F_FALSE,2512,315,5,1
SIMUSAF000002891236,TRUE,114824_2016_S_TRUE,698,NA,4,1
SIMUSAF000002887936,FALSE,001490_2017_S_FALSE,1089,382,17,1
SIMUSAF000002401809,TRUE,072962_2009_S_TRUE,734,NA,11,1
SIMUSAF000002330032,FALSE,037971_2012_F_FALSE,2535,352,35,2
SIMUSAF000002954448,FALSE,000357_2019_S_FALSE,1472,376,13,1
SIMUSAF000002656967,FALSE,165734_2017_S_FALSE,1832,378,8,1
SIMUSAF000002524907,FALSE,116829_2013_S_FALSE,1432,353,0,1
SIMUSAF000002137114,FALSE,000174_2013_S_FALSE,4376,327,20,1
SIMUSAF000002590271,FALSE,060088_2015_S_FALSE,1478,358,29,1
SIMUSAF000002341580,FALSE,221245_2009_S_FALSE,1143,NA,5,1
SIMUSAF000002236688,FALSE,059388_2011_S_FALSE,2927,377,23,1
SIMUSAF000003248538,TRUE,087145_2019_S_TRUE,669,NA,8,1
SIMUSAF000002625721,FALSE,011393_2015_S_FALSE,1455,344,3,1
SIMUSAF000003031444,FALSE,000508_2019_S_FALSE,1460,324,14,1
SIMUSAF000009803282,FALSE,001090_2013_S_FALSE,1856,NA,16,1
SIMUSAF000002582675,FALSE,235609_2014_S_FALSE,1131,NA,13,1
SIMUSAF000002916332,TRUE,127414_2016_S_TRUE,720,NA,4,1
SIMUSAF000002757032,FALSE,226465_2016_S_FALSE,1092,410,97,4
SIMUSAF000002465322,FALSE,006931_2014_S_FALSE,2166,327,54,2
SIMUSAF000002647732,TRUE,260870_2014_S_TRUE,732,NA,5,1
SIMUSAF000002644859,TRUE,004086_2014_S_TRUE,738,NA,10,1
SIMUSAF000002588757,FALSE,224643_2014_S_FALSE,1086,347,13,1
SIMUSAF000009606404,TRUE,237206_2009_S_TRUE,779,NA,16,1
SIMUSAF000002365406,FALSE,035481_2013_S_FALSE,2548,366,18,1
SIMUSAF000002375725,FALSE,131410_2011_F_FALSE,1987,417,93,4
SIMUSAF000002724269,FALSE,230864_2014_S_FALSE,2434,NA,48,2
SIMUSAF000002489194,FALSE,222099_2016_S_FALSE,2606,370,33,2
SIMUSAF000009119920,FALSE,255776_2009_S_FALSE,4022,NA,14,1
SIMUSAF000002918045,FALSE,004220_2017_S_FALSE,1145,369,74,3
AANUSAF000016791402,FALSE,273446_2011_S_FALSE,1124,NA,28,1
SIMUSAF000003309931,FALSE,057152_2020_S_FALSE,1086,375,13,1
SIMUSAF000002130713,FALSE,099209_2010_S_FALSE,3697,388,43,2
SIMUSAF000002452967,FALSE,035012_2010_F_FALSE,1154,340,78,3
SIMUSAF000009116840,FALSE,255853_2015_S_FALSE,3672,384,40,2
SIMUSAF000002489271,TRUE,271880_2011_S_TRUE,700,NA,0,1
SIMUSAF000002848995,TRUE,234374_2015_F_TRUE,741,NA,7,1
SIMUSAF000002425647,FALSE,006438_2020_S_FALSE,4755,383,21,1
SIMUSAF000009697797,FALSE,223617_2013_S_FALSE,1095,374,9,1
SIMUSAF000003081403,FALSE,318351_2018_S_FALSE,1101,384,29,1
SIMUSAF000002477880,FALSE,010506_2014_F_FALSE,2216,746,35,2
SIMUSAF000002466777,FALSE,276789_2014_S_FALSE,1997,375,13,1
SIMUSAF000002415948,FALSE,111937_2018_S_FALSE,3961,374,13,1
SIMUSAF000002522485,TRUE,008201_2011_S_TRUE,722,NA,13,1
SIMUSAF000002699522,TRUE,001751_2014_S_TRUE,662,NA,3,1
SIMUSAF000002565873,TRUE,004586_2012_S_TRUE,723,NA,0,1
SIMUSAF000002725329,FALSE,267584_2020_S_FALSE,2944,368,9,1
SIMUSAF000002923484,FALSE,318351_2017_S_FALSE,1075,408,10,1
SIMUSAF000002424263,FALSE,000357_2014_S_FALSE,2586,337,50,2
SIMUSAF000002598434,FALSE,009520_2016_S_FALSE,1909,345,57,2
SIMUSAF000002403321,FALSE,233179_2010_S_FALSE,1016,392,38,2
SIMUSAF000009600495,FALSE,001490_2011_S_FALSE,1070,390,5,1
SIMUSAF000002653637,FALSE,271162_2016_S_FALSE,1787,359,1,1
SIMUSAF000002413010,FALSE,145250_2020_F_FALSE,5075,432,32,2
SIMUSAF000003004178,FALSE,257034_2015_S_FALSE,2207,NA,66,3
SIMUSAF000002596845,FALSE,005623_2019_S_FALSE,2896,344,16,1
SIMUSAF000003082986,FALSE,272514_2018_F_FALSE,1186,NA,92,4
SIMUSAF000009779723,FALSE,012356_2014_F_FALSE,1100,364,21,1
SIMUSAF000002798151,FALSE,109952_2018_S_FALSE,1798,342,0,1
SIMUSAF000009702038,FALSE,000100_2013_S_FALSE,1136,362,38,2
SIMUSAF000002712826,FALSE,087145_2014_S_FALSE,3313,362,8,1
SIMUSAF000002416218,FALSE,003619_2013_S_FALSE,2208,351,21,1
SIMUSAF000002369423,FALSE,137577_2009_S_FALSE,1068,NA,11,1
SIMUSAF000002583935,FALSE,218120_2015_F_FALSE,1711,420,57,2
AANUSAF000013973012,FALSE,245600_2009_F_FALSE,3208,NA,90,3
SIMUSAF000002368027,FALSE,048605_2010_F_FALSE,2064,321,39,2
SIMUSAF000003239798,FALSE,328635_2020_F_FALSE,1810,368,26,1
SIMUSAF000002844973,FALSE,029598_2019_S_FALSE,1812,370,39,2
SIMUSAF000002277117,FALSE,012356_2011_F_FALSE,2385,570,20,1
SIMUSAF000009775117,FALSE,002467_2015_S_FALSE,1486,389,33,2
SIMUSAF000009525211,FALSE,240622_2012_S_FALSE,1852,348,42,2
SIMUSAF000002975099,FALSE,244424_2019_F_FALSE,1865,417,61,3
SIMUSAF000002635958,FALSE,057067_2015_S_FALSE,1427,756,35,2
SIMUSAF000003116706,TRUE,271162_2018_S_TRUE,719,NA,0,1
SIMUSAF000002557751,FALSE,080818_2012_F_FALSE,1674,NA,27,1
SIMUSAF000002715234,FALSE,091670_2017_F_FALSE,2157,369,21,1
SIMUSAF000002427051,FALSE,199551_2010_S_FALSE,1211,344,124,4
SIMUSAF000002906402,FALSE,249078_2017_S_FALSE,1106,405,42,2
SIMUSAF000009769356,FALSE,176975_2014_F_FALSE,1452,721,8,1
SIMUSAF000009018668,FALSE,249078_2013_S_FALSE,4770,340,42,2
SIMUSAF000009624939,FALSE,249078_2010_S_FALSE,1135,421,48,2
SIMUSAF000002849066,FALSE,234374_2020_S_FALSE,2299,366,9,1
SIMUSAF000009654715,FALSE,193450_2014_S_FALSE,1858,367,25,1
AANUSAF000014555071,FALSE,220135_2014_S_FALSE,4056,409,48,2
SIMUSAF000002935784,FALSE,066206_2019_S_FALSE,1862,410,58,2
SIMUSAF000002517715,FALSE,115254_2016_S_FALSE,2607,353,81,3
SIMUSAF000002660617,FALSE,008605_2016_S_FALSE,1844,374,23,1
SIMUSAF000002530833,FALSE,237989_2012_F_FALSE,1079,351,4,1
SIMUSAF000002393233,FALSE,008973_2018_S_FALSE,4029,318,34,2
SIMUSAF000002501713,TRUE,092820_2010_F_TRUE,717,NA,40,2
SIMUSAF000002730111,FALSE,165734_2019_S_FALSE,2197,385,20,1
SIMUSAF000002964506,TRUE,268779_2016_F_TRUE,694,NA,26,1
SIMUSAF000002068297,FALSE,209437_2013_S_FALSE,5087,353,21,1
SIMUSAF000002795903,FALSE,008105_2019_S_FALSE,2222,359,24,1
SIMUSAF000003204631,TRUE,093652_2018_S_TRUE,735,NA,0,1
SIMUSAF000002515370,FALSE,057152_2014_S_FALSE,1830,336,23,1
SIMUSAF000002390509,FALSE,237989_2010_F_FALSE,1464,376,12,1
SIMUSAF000002778726,FALSE,001090_2016_S_FALSE,1123,429,66,3
SIMUSAF000002312905,FALSE,000508_2009_S_FALSE,1449,NA,14,1
SIMUSAF000009646597,FALSE,255771_2017_S_FALSE,2930,369,30,1
SIMUSAF000002053513,FALSE,199235_2011_F_FALSE,4547,492,172,4
SIMUSAF000009569817,TRUE,255771_2010_S_TRUE,713,NA,9,1
SIMUSAF000002558405,FALSE,198617_2017_S_FALSE,2559,353,6,1
SIMUSAF000002672183,FALSE,236608_2014_S_FALSE,1449,364,18,1
SIMUSAF000009530211,FALSE,133699_2013_S_FALSE,2186,349,13,1
SIMUSAF000003197129,TRUE,272544_2018_S_TRUE,720,NA,1,1
SIMUSAF000002590808,FALSE,048605_2016_F_FALSE,4013,362,34,2
SIMUSAF000002472910,FALSE,000357_2013_S_FALSE,1834,352,38,2
SIMUSAF000002555717,FALSE,209437_2016_S_FALSE,2192,365,4,1
SIMUSAF000009838564,TRUE,000100_2014_S_TRUE,736,NA,45,2
SIMUSAF000003245868,TRUE,312055_2018_F_TRUE,651,NA,5,1
SIMUSAF000002602980,FALSE,249997_2018_S_FALSE,2544,331,6,1
SIMUSAF000002812083,FALSE,174433_2018_S_FALSE,1852,NA,31,2
SIMUSAF000003438186,FALSE,337406_2019_S_FALSE,1090,367,18,1
SIMUSAF000002635519,FALSE,267823_2019_F_FALSE,2945,345,24,1
SIMUSAF000002605791,FALSE,057152_2019_S_FALSE,2909,367,9,1
SIMUSAF000002604963,FALSE,220135_2013_F_FALSE,1076,383,15,1
SIMUSAF000002962172,FALSE,000174_2018_S_FALSE,1152,404,37,2
SIMUSAF000002464644,FALSE,000508_2013_S_FALSE,1818,352,11,1
SIMUSAF000003179310,FALSE,255771_2019_S_FALSE,1117,404,29,1
SIMUSAF000002871147,TRUE,033944_2016_S_TRUE,696,NA,0,1
SIMUSAF000002980861,FALSE,012356_2018_F_FALSE,1454,390,48,2
SIMUSAF000002849908,FALSE,038155_2014_F_FALSE,1037,NA,6,1
SIMUSAF000002493148,FALSE,112074_2018_F_FALSE,3546,364,52,2
SIMUSAF000002471257,FALSE,090932_2011_S_FALSE,1149,350,24,1
SIMUSAF000002774083,FALSE,114824_2020_S_FALSE,2578,387,44,2
SIMUSAF000002518891,FALSE,174428_2017_S_FALSE,2956,389,100,4
AANUSAF000016623994,FALSE,081218_2015_S_FALSE,1842,376,16,1
SIMUSAF000002914494,FALSE,235805_2017_S_FALSE,1093,371,37,2
SIMUSAF000002262709,FALSE,193346_2010_F_FALSE,2155,346,20,1
SIMUSAF000003133993,FALSE,308995_2019_S_FALSE,1089,365,15,1
SIMUSAF000009616827,FALSE,111668_2017_S_FALSE,3582,729,23,1
SIMUSAF000002216097,FALSE,032648_2009_S_FALSE,2532,NA,22,1
SIMUSAF000003115497,TRUE,097963_2018_S_TRUE,722,NA,38,2
SIMUSAF000002749512,FALSE,224592_2019_F_FALSE,2590,425,58,2
SIMUSAF000002424318,TRUE,000357_2009_S_TRUE,725,NA,21,1
SIMUSAF000002225393,FALSE,211316_2015_S_FALSE,4383,404,0,1
SIMUSAF000002401287,FALSE,000292_2013_S_FALSE,2206,348,45,2
SIMUSAF000009605860,FALSE,237206_2010_S_FALSE,2626,NA,31,2
SIMUSAF000002923488,FALSE,318351_2020_S_FALSE,2192,376,0,1
AANUSAF000014621143,FALSE,034873_2009_S_FALSE,2232,NA,12,1
SIMUSAF000002599797,FALSE,008833_2016_S_FALSE,1908,442,94,4
SIMUSAF000002478921,FALSE,000621_2011_F_FALSE,1109,312,8,1
SIMUSAF000002092244,FALSE,118546_2010_S_FALSE,3658,358,18,1
SIMUSAF000009745386,FALSE,272544_2010_S_FALSE,2911,NA,1,1
SIMUSAF000002880507,FALSE,003790_2016_F_FALSE,1150,378,72,3
SIMUSAF000003127558,FALSE,206660_2019_S_FALSE,1485,365,0,1
SIMUSAF000002706262,FALSE,000174_2016_S_FALSE,1472,370,19,1
SIMUSAF000002977069,FALSE,202710_2018_S_FALSE,1067,341,31,2
SIMUSAF000002967508,FALSE,067563_2020_F_FALSE,2196,314,16,1
SIMUSAF000009539072,FALSE,247135_2009_S_FALSE,1948,NA,47,2
SIMUSAF000002335422,FALSE,138170_2014_F_FALSE,3236,349,2,1
SIMUSAF000003177174,TRUE,089975_2018_S_TRUE,714,NA,19,1
SIMUSAF000002244173,FALSE,132918_2009_S_FALSE,1906,NA,112,4
SIMUSAF000002132361,FALSE,018274_2009_S_FALSE,2927,NA,14,1
SIMUSAF000002383372,FALSE,235805_2015_S_FALSE,3289,367,19,1
SIMUSAF000002732486,TRUE,012356_2015_S_TRUE,712,NA,4,1
SIMUSAF000002477821,FALSE,269930_2014_S_FALSE,1841,322,0,1
SIMUSAF000002204714,FALSE,057726_2010_S_FALSE,2520,NA,85,3
SIMUSAF000002504907,FALSE,001982_2013_S_FALSE,1429,308,7,1
SIMUSAF000009071966,FALSE,174951_2010_S_FALSE,1452,342,14,1
SIMUSAF000009779781,FALSE,012356_2014_F_FALSE,1098,NA,22,1
SIMUSAF000002638502,FALSE,211333_2018_F_FALSE,2511,365,16,1
SIMUSAF000002726300,FALSE,209245_2016_S_FALSE,1453,345,44,2
SIMUSAF000002800517,TRUE,222099_2015_S_TRUE,700,NA,40,2
SIMUSAF000002394356,FALSE,048839_2009_S_FALSE,1100,NA,7,1
SIMUSAF000003501072,TRUE,258342_2019_S_TRUE,708,NA,0,1
SIMUSAF000002404024,FALSE,176827_2011_S_FALSE,1478,377,27,1
SIMUSAF000002792893,TRUE,000357_2014_S_TRUE,735,NA,28,1
SIMUSAF000002249906,FALSE,261142_2011_S_FALSE,2599,409,55,2
SIMUSAF000002633223,FALSE,029598_2016_F_FALSE,1830,363,6,1
SIMUSAF000002730510,TRUE,280539_2013_F_TRUE,726,NA,35,2
SIMUSAF000002619443,FALSE,097963_2014_S_FALSE,1417,355,32,2
SIMUSAF000002798974,TRUE,057067_2014_S_TRUE,752,NA,19,1
SIMUSAF000003205307,FALSE,320975_2018_S_FALSE,1076,377,9,1
SIMUSAF000002688226,TRUE,272544_2014_S_TRUE,702,NA,7,1
SIMUSAF000003399032,TRUE,006207_2019_S_TRUE,698,NA,3,1
SIMUSAF000002528045,FALSE,008945_2014_S_FALSE,1471,360,54,2
SIMUSAF000009718797,FALSE,025040_2014_S_FALSE,1452,369,7,1
SIMUSAF000009621772,FALSE,213878_2010_S_FALSE,1574,NA,103,4
SIMUSAF000002547499,FALSE,234263_2014_S_FALSE,1488,393,19,1
SIMUSAF000002930599,TRUE,223253_2016_S_TRUE,736,NA,27,1
SIMUSAF000002578083,FALSE,224060_2019_S_FALSE,2870,335,0,1
SIMUSAF000002453398,FALSE,186900_2009_F_FALSE,682,NA,91,4
SIMUSAF000002503976,TRUE,001490_2011_S_TRUE,715,NA,24,1
SIMUSAF000002942388,FALSE,002945_2020_S_FALSE,2172,366,9,1
SIMUSAF000002779495,FALSE,127539_2018_F_FALSE,2029,359,5,1
SIMUSAF000002854878,FALSE,245306_2015_S_FALSE,1094,NA,34,2
SIMUSAF000003161572,TRUE,226966_2018_S_TRUE,724,NA,24,1
SIMUSAF000002200657,FALSE,056821_2009_S_FALSE,2196,NA,25,1
AANUSAF000016109130,FALSE,265907_2013_F_FALSE,2081,NA,14,1
AANUSAF000016838971,FALSE,230478_2019_S_FALSE,3306,NA,50,2
SIMUSAF000002982140,FALSE,277792_2020_S_FALSE,2183,357,11,1
SIMUSAF000002844459,FALSE,000174_2018_S_FALSE,1516,382,50,2
SIMUSAF000009508767,FALSE,009798_2011_S_FALSE,4004,673,4,1
SIMUSAF000002703634,FALSE,105247_2014_F_FALSE,1109,412,37,2
SIMUSAF000002731523,FALSE,007215_2017_S_FALSE,1502,410,64,3
SIMUSAF000002761456,FALSE,018335_2015_S_FALSE,884,NA,8,1
SIMUSAF000003230624,FALSE,185269_2019_S_FALSE,1129,369,55,2
AANUSAF000017516664,FALSE,189127_2016_F_FALSE,1357,NA,13,1
SIMUSAF000002683614,FALSE,066206_2015_S_FALSE,1123,387,36,2
SIMUSAF000002563199,FALSE,105247_2014_F_FALSE,1842,347,33,2
SIMUSAF000003520683,TRUE,002945_2019_F_TRUE,653,NA,6,1
SIMUSAF000002746930,FALSE,296861_2018_F_FALSE,3270,350,31,2
SIMUSAF000002901895,FALSE,004859_2020_S_FALSE,3318,396,38,2
SIMUSAF000003059012,FALSE,235805_2019_S_FALSE,1466,374,56,2
SIMUSAF000003120564,FALSE,010506_2020_F_FALSE,3587,1114,54,2
SIMUSAF000002604888,FALSE,220135_2017_F_FALSE,2582,369,34,2
SIMUSAF000002574994,FALSE,000357_2015_S_FALSE,1821,339,10,1
SIMUSAF000003417821,FALSE,270057_2020_F_FALSE,1103,394,19,1
SIMUSAF000002449489,FALSE,035481_2015_S_FALSE,2579,373,17,1
SIMUSAF000002887863,TRUE,001490_2016_S_TRUE,695,NA,14,1
SIMUSAF000009682234,FALSE,226966_2011_S_FALSE,1140,404,39,2
SIMUSAF000002498914,FALSE,174428_2018_S_FALSE,3219,322,7,1
SIMUSAF000002572801,FALSE,099209_2013_S_FALSE,2944,364,54,2
SIMUSAF000002895302,FALSE,057766_2018_S_FALSE,1457,346,23,1
SIMUSAF000002621960,FALSE,000508_2016_S_FALSE,1820,376,26,1
SIMUSAF000002363024,FALSE,251399_2014_S_FALSE,2905,401,58,2
SIMUSAF000002419526,FALSE,076572_2013_S_FALSE,2204,356,7,1
SIMUSAF000002763576,FALSE,008359_2016_S_FALSE,1105,389,33,2
SIMUSAF000002621439,TRUE,216279_2013_S_TRUE,729,NA,0,1
SIMUSAF000002436063,FALSE,152888_2010_S_FALSE,1119,399,35,2
SIMUSAF000002938732,FALSE,261792_2014_S_FALSE,3698,NA,26,1
SIMUSAF000002756555,FALSE,081946_2018_S_FALSE,2161,1027,33,2
SIMUSAF000002325550,FALSE,000357_2013_S_FALSE,2932,359,28,1
SIMUSAF000002776033,FALSE,174170_2016_S_FALSE,1095,343,2,1
SIMUSAF000009646319,FALSE,255771_2016_S_FALSE,2562,370,16,1
SIMUSAF000002203867,FALSE,120012_2009_S_FALSE,2140,NA,60,2
SIMUSAF000002520630,FALSE,185269_2015_S_FALSE,2553,361,0,1
SIMUSAF000002627950,TRUE,003790_2013_S_TRUE,783,NA,42,2
SIMUSAF000002492412,FALSE,005152_2012_S_FALSE,1223,444,9,1
SIMUSAF000002772791,FALSE,051198_2020_S_FALSE,2555,343,3,1
SIMUSAF000002505723,FALSE,195162_2014_S_FALSE,2236,371,72,3
SIMUSAF000003468261,FALSE,337406_2018_S_FALSE,3997,NA,4,1
SIMUSAF000003201778,FALSE,059044_2020_S_FALSE,1535,435,81,3
SIMUSAF000002358176,FALSE,151506_2013_S_FALSE,2536,348,7,1
SIMUSAF000002262017,FALSE,186299_2010_S_FALSE,2265,363,81,3
SIMUSAF000003113315,TRUE,034804_2018_S_TRUE,705,NA,9,1
